,Answer,Gender,Center,Year,Days,ZipCode,GoStage1,GoStage2,GoStage3,SameBack,BackStage1,BackStage2,BackStage3,Fastest,Cheapest,Comfortable,OnlyOption,Environmental,Healthiest,OtherTrips,Other
1215,2512,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Third,5,17001,Renfe,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1216,2513,Woman,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Second,5,8302,Bus,Underground,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
1217,2514,Man,Polytechnic University School of Building of Barcelona (EPSEB),Fourth,1,17217,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,No,No,No,No,No,No,Yes,
1218,2516,Man,Barcelona School of Informatics (FIB),Third,5,8913,Underground,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,Yes,,,,No,No,No,Yes,No,No,No,"The North campus does not have parking for students, even in the afternoons when the teachers' parking lot is empty, I have to pay for parking if I don't find a place"
1219,2517,Man,Faculty of Mathematics and Statistics (FME),Second,5,8395,Renfe,Underground,On foot,Yes,,,,No,No,No,Yes,No,No,No,
1220,2520,Man,Higher Technical School of Architecture of Barcelona (ETSAB),First,5,8037,Bicycle,Bus,Tram,Yes,,,,Yes,No,No,No,No,No,No,
1221,2522,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),First,5,8030,Renfe,On foot,,Yes,,,,Yes,No,Yes,No,No,No,No,
1222,2523,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Third,5,8031,Underground,,,Yes,,,,No,Yes,Yes,No,No,No,No,
1223,2525,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,4,8003,FGC,On foot,FGC,Yes,,,,Yes,No,No,No,No,No,No,
1224,2528,Woman,Faculty of Optics and Optometry of Terrassa (FOOT),First,4,8233,Renfe,On foot,,Yes,,,,No,No,No,Yes,No,No,No,"In addition to not having my own vehicle, it is the fastest and only"
1225,2529,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),First,2,8904,On foot,On foot,On foot,Yes,,,,No,No,No,No,No,Yes,No,
1226,2538,Woman,Faculty of Optics and Optometry of Terrassa (FOOT),Fourth,5,8242,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,On foot,Yes,,,,No,No,Yes,No,No,No,No,
1227,2540,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Second,5,8850,On foot,Bus,Renfe,Yes,,,,Yes,No,Yes,No,No,No,No,
1228,2542,Man,School of Engineering of Barcelona East (EEBE),Second,5,8390,Renfe,Tram,,Yes,,,,Yes,No,Yes,No,No,No,No,
1229,2547,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,5,8629,Electric vehicle (with Zero label and renewable source charging),Electric vehicle (with Zero label and renewable source charging),Electric vehicle (with Zero label and renewable source charging),Yes,,,,No,No,No,No,No,No,Yes,
1230,2549,Man,Barcelona School of Informatics (FIB),Fourth,3,8006,On foot,Bus,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
1231,2552,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Third,5,8840,On foot,Bus,On foot,Yes,,,,No,Yes,Yes,No,No,No,No,
1232,2553,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,3,8222,On foot,On foot,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
1233,2559,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,4,17003,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,No,No,No,No,Yes,
1234,2560,Woman,School of Engineering of Barcelona East (EEBE),Second,4,8204,Renfe,Underground,Tram,Yes,,,,No,Yes,Yes,No,No,No,No,
1235,2569,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Third,4,8012,On foot,Bus,,Yes,,,,No,Yes,Yes,No,No,No,No,
1236,2570,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),First,1,25200,,,,Yes,,,,Yes,No,No,No,No,No,No,
1237,2572,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Second,1,,,,,No,,,,No,No,No,No,No,No,No,online student
1238,2573,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,4,8403,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,Yes,No,No,No,No,
1239,2578,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Fourth,3,8912,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,No,No,No,No,Yes,
1240,2580,Man,Polytechnic School of Engineering of Manresa (EPSEM),First,5,8290,On foot,,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,No,No,No,No,Yes,
1241,2583,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8940,Tram,Tram,Tram,Yes,,,,Yes,No,Yes,No,No,No,No,
1242,2584,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,2,8005,Bus,Bus,Bus,No,Underground,Underground,Underground,Yes,Yes,No,No,No,No,No,
1243,2585,Woman,School of Engineering of Barcelona East (EEBE),Second,5,8970,Renfe,Tram,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1244,2588,Man,School of Engineering of Barcelona East (EEBE),Third,5,8018,Bicycle,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Underground,Yes,,,,Yes,No,Yes,No,No,No,No,
1245,2589,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,3,8028,On foot,Bus,Renfe,Yes,,,,No,Yes,No,No,No,No,No,
1246,2591,Woman,Faculty of Mathematics and Statistics (FME),First,5,8014,Underground,On foot,,Yes,,,,Yes,Yes,No,No,No,No,No,
1247,2594,Man,School of Engineering of Barcelona East (EEBE),First,5,8100,Renfe,Underground,Tram,Yes,,,,Yes,No,Yes,No,No,No,No,
1248,2595,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,5,8008,Combustion or electric motorcycle with non-renewable source charging,On foot,Bus,Yes,,,,No,Yes,No,No,No,No,Yes,
1249,2599,Man,School of Engineering of Barcelona East (EEBE),Second,5,8770,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,Tram,Yes,,,,No,Yes,No,No,Yes,No,No,
1250,2603,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),First,2,8015,Bus,,,Yes,,,,Yes,No,Yes,No,No,No,No,
1251,2604,Woman,School of Engineering of Barcelona East (EEBE),Fourth,3,43202,Renfe,Tram,On foot,Yes,,,,No,Yes,No,No,No,No,No,
1252,2607,Man,Polytechnic School of Engineering of Manresa (EPSEM),First,5,43005,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,No,No,No,Yes,No,No,No,
1253,2608,Man,Polytechnic School of Engineering of Manresa (EPSEM),First,5,8242,On foot,On foot,On foot,Yes,,,,Yes,No,No,No,No,No,No,
1254,2609,Woman,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),First,5,8800,On foot,Renfe,Underground,Yes,,,,Yes,No,Yes,No,No,No,No,
1255,2610,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8232,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,,,,Yes,No,Yes,No,No,No,No,
1256,2612,Woman,School of Engineering of Barcelona East (EEBE),First,5,8904,,,Scooter (or other micro-mobility devices) with renewable charging,Yes,,,,No,No,No,No,Yes,No,No,
1257,2615,Man,School of Engineering of Barcelona East (EEBE),Third,4,8027,On foot,Tram,On foot,Yes,,,,No,No,Yes,No,No,Yes,No,
1258,2617,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,,FGC,,,Yes,,,,Yes,No,Yes,No,No,No,No,
1259,2618,Man,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Fourth,4,43883,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,On foot,Yes,,,,No,Yes,No,No,No,No,No,
1260,2620,Man,Barcelona School of Informatics (FIB),First,5,8901,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1261,2622,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,4,8027,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1262,2626,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,5,8034,On foot,On foot,On foot,Yes,,,,No,No,No,No,No,Yes,No,
1263,2630,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8001,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1264,2631,Man,Faculty of Nautical of Barcelona (FNB),Third,4,8840,On foot,Renfe,On foot,Yes,,,,Yes,No,No,No,No,No,No,
1265,2633,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Second,5,8028,On foot,Bicycle,On foot,Yes,,,,Yes,No,No,No,No,Yes,No,
1266,2634,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,4,8172,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,No,No,No,No,Yes,
1267,2635,Man,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Third,5,8820,On foot,Underground,Renfe,No,Renfe,On foot,,No,Yes,No,No,Yes,No,No,
1268,2637,Man,Barcelona School of Informatics (FIB),First,4,8395,Renfe,Underground,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
1269,2639,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,5,8105,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,Yes,No,No,No,No,No,
1270,2640,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Second,5,8930,On foot,Renfe,,Yes,,,,No,No,No,Yes,No,No,No,
1271,2641,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Second,3,8980,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,No,No,No,No,No,"If there was the possibility of attending virtual theory classes, I could make the trip some days. There are days when I go for 1 hour, with what that entails both economically and environmentally. I do not have the possibility of making the trips by public transport because it takes much longer and I do not arrive at work"
1272,2642,Man,School of Engineering of Barcelona East (EEBE),First,1,8923,Bus,Bus,Bus,Yes,,,,Yes,No,No,No,No,No,No,
1273,2643,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),First,3,8329,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,Underground,Yes,,,,No,Yes,No,Yes,No,No,No,
1274,2647,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,5,8241,Underground,Bus,,Yes,,,,Yes,No,No,No,No,No,No,
1275,2649,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8870,Combustion or electric motorcycle with non-renewable source charging,Renfe,Underground,Yes,,,,Yes,No,Yes,No,No,No,No,
1276,2651,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Third,3,8950,On foot,Underground,Tram,Yes,,,,Yes,Yes,No,No,No,No,No,
1277,2652,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Second,5,8014,On foot,Underground,On foot,Yes,,,,No,Yes,Yes,No,No,No,No,
1278,2653,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",First,5,,Underground,On foot,,Yes,,,,No,No,Yes,No,No,No,No,
1279,2655,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8222,On foot,,,Yes,,,,Yes,Yes,No,No,No,No,No,
1280,2656,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8770,On foot,Bus,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1281,2657,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Third,5,8740,On foot,Bus,,Yes,,,,Yes,No,Yes,No,No,No,No,
1282,2661,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Third,5,8904,Underground,Underground,Underground,Yes,,,,Yes,No,No,No,No,No,No,
1283,2663,Man,School of Engineering of Barcelona East (EEBE),Second,5,8530,Renfe,Underground,Tram,Yes,,,,Yes,No,Yes,No,No,No,No,
1284,2666,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Second,5,8173,On foot,FGC,Bus,Yes,,,,No,No,No,Yes,No,No,No,
1285,2671,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,8206,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,No,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,No,No,No,No,No,No,Yes,
1286,2672,Man,Barcelona School of Informatics (FIB),Second,5,8021,Bicycle,Bicycle,Scooter (or other micro-mobility devices) with non-renewable charging,Yes,,,,No,No,No,No,Yes,Yes,No,
1287,2675,Man,Faculty of Nautical of Barcelona (FNB),First,5,8026,Underground,Bus,On foot,No,Underground,On foot,Bus,Yes,No,Yes,No,No,No,No,
1288,2677,Man,Polytechnic University School of Building of Barcelona (EPSEB),Third,4,8028,On foot,,,Yes,,,,Yes,Yes,No,No,No,No,No,
1289,2678,Man,Polytechnic University School of Building of Barcelona (EPSEB),Third,4,8029,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,No,Yes,No,No,No,No,
1290,2679,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),First,5,8022,Bus,On foot,,Yes,,,,No,Yes,No,No,Yes,No,No,
1291,2680,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Fourth,3,8750,On foot,Bus,,Yes,,,,Yes,Yes,No,No,No,No,No,
1292,2681,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,4,8830,On foot,Bus,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
1293,2682,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,7,8222,On foot,,,No,On foot,,,Yes,No,No,No,No,No,No,
1294,2683,Woman,Barcelona School of Informatics (FIB),Second,3,,Bus,Bus,Bus,No,On foot,Bus,On foot,No,Yes,Yes,No,No,No,No,
1295,2684,Woman,Polytechnic University School of Building of Barcelona (EPSEB),First,4,8980,Bus,,,Yes,,,,Yes,No,Yes,No,No,No,No,
1296,2687,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,5,8980,On foot,Bus,,Yes,,,,Yes,Yes,No,No,No,No,No,
1297,2688,Man,Polytechnic School of Engineering of Manresa (EPSEM),Third,5,8500,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,No,No,No,No,No,Public transport on this line is terrible and impossible for students
1298,2689,Woman,Faculty of Optics and Optometry of Terrassa (FOOT),First,4,8540,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,No,No,Yes,No,No,No,
1299,2691,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),First,5,8840,On foot,,,Yes,,,,No,No,Yes,No,Yes,No,No,
1300,2692,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Third,4,8224,FGC,Tram,On foot,No,Bus,FGC,On foot,Yes,No,No,No,No,No,No,
1301,2694,Man,School of Engineering of Barcelona East (EEBE),Fourth,3,8015,On foot,Underground,Tram,Yes,,,,Yes,Yes,No,No,No,No,No,
1302,2695,Man,Barcelona School of Informatics (FIB),Fourth,4,8014,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1303,2696,Man,School of Engineering of Barcelona East (EEBE),Second,5,8034,FGC,Underground,Renfe,Yes,,,,Yes,Yes,No,No,No,No,No,
1304,2700,Woman,School of Architecture of Vallès (ETSAV),Second,5,8304,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,No,No,No,No,No,
1305,2702,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Fourth,3,8024,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,No,Yes,No,No,No,No,
1306,2709,NR/DK,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8202,On foot,Renfe,FGC,Yes,,,,Yes,No,Yes,No,No,No,No,
1307,2710,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,2,8290,,,,Yes,,,,Yes,No,No,No,No,No,No,
1308,2711,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Third,5,8850,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,On foot,No,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,On foot,Yes,No,No,Yes,No,No,No,
1309,2713,Man,School of Engineering of Barcelona East (EEBE),First,5,8720,Renfe,Underground,On foot,Yes,,,,Yes,No,No,Yes,No,No,No,
1310,2715,Man,Barcelona School of Informatics (FIB),First,5,8002,Underground,Underground,Underground,Yes,,,,No,Yes,No,Yes,No,No,No,
